tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,56,2,2,2,2,2,2,2,2,2,2,2,2,54,55
55,2,2,2,2,78,79,79,79,79,80,2,2,2,2,55
55,2,2,25,2,96,97,97,97,97,98,2,25,2,2,55
55,2,2,2,2,96,97,97,97,97,98,2,2,2,2,55
55,2,2,25,2,114,115,115,115,115,116,2,25,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,38,2,2,2,2,2,2,2,2,2,2,2,2,36,55
55,55,37,37,37,37,37,2,2,37,37,37,37,37,55,55
55,55,55,55,55,55,55,2,2,55,55,55,55,55,55,55
