tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,56,2,2,2,2,2,2,2,2,2,2,2,2,54,55
55,2,2,2,2,72,73,73,73,73,74,2,2,2,2,55
55,2,2,19,2,90,91,91,91,91,92,2,19,2,2,55
55,2,2,2,2,90,91,91,91,91,92,2,2,2,2,55
55,2,2,19,2,108,109,109,109,109,110,2,19,2,2,55
55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55
55,38,2,2,2,2,2,2,2,2,2,2,2,2,36,55
55,55,37,37,37,37,37,2,2,37,37,37,37,37,55,55
55,55,55,55,55,55,55,2,2,55,55,55,55,55,55,55
