tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
55,55,55,55,55,2,2,2,2,90,91,91,91,91,91,91
54,55,55,22,56,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
36,37,37,37,38,2,2,2,2,90,91,91,91,91,91,91
55,55,55,55,55,2,2,2,2,90,91,91,91,91,91,91
