tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,91
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,91
2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,91
2,2,9,11,2,9,10,11,2,2,9,11,2,2,55,91
2,2,27,29,2,27,28,29,2,2,27,29,2,2,55,91
2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,91
2,2,2,2,9,11,2,2,9,11,2,9,11,2,55,91
2,2,2,2,27,29,2,2,27,29,2,27,29,2,55,91
2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,91
37,37,37,37,37,37,37,37,37,37,37,37,37,37,55,91
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,91
