tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
55,55,14,14,14,14,14,14,14,14,14,14,14,14,55,55
55,55,14,14,14,14,51,52,52,53,14,14,14,14,55,55
55,55,14,32,32,32,69,34,34,71,32,32,32,14,55,55
55,55,14,14,14,14,14,14,14,14,14,14,14,14,55,55
55,55,14,32,32,32,14,14,14,14,32,32,32,14,55,55
55,55,14,14,14,14,14,14,14,14,14,14,14,14,55,55
55,55,14,14,14,14,14,14,14,14,14,14,14,14,55,55
55,55,37,37,37,37,37,18,37,37,37,37,37,37,55,55
55,55,55,55,55,55,55,18,55,55,55,55,55,55,55,55
