tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
67,67,14,14,14,14,14,14,14,14,14,14,14,14,67,67
67,67,14,14,14,14,14,14,14,14,14,14,14,14,67,67
67,67,14,14,14,14,14,14,14,14,14,14,14,14,14,14
67,67,14,31,14,14,31,14,14,31,14,14,31,14,14,14
67,67,14,14,14,14,14,14,14,14,14,14,14,14,14,14
67,67,14,31,14,14,31,14,14,31,14,14,31,14,14,14
67,67,14,14,14,14,14,14,14,14,14,14,14,14,14,14
67,67,14,31,14,14,31,14,14,31,14,14,31,14,14,14
67,67,50,14,14,14,14,14,14,14,14,14,14,14,14,14
67,67,67,49,49,49,49,49,49,49,49,49,49,49,30,49
67,67,67,67,67,67,67,67,67,67,67,67,67,67,30,67
