tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
109,109,109,109,109,109,131,109,91,91,91,91,91,91,91,91
2,2,2,2,2,2,2,2,127,91,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
2,2,2,2,2,2,2,2,2,90,91,91,91,91,91,91
37,37,37,37,38,2,2,2,2,90,91,91,91,91,91,91
55,55,55,55,55,2,2,2,2,90,91,91,91,91,91,91
