tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
61,61,61,61,8,97,97,61,61,61,61,61,61,61,61,61
61,61,28,62,8,97,97,60,61,61,61,61,61,61,61,61
61,62,8,8,8,97,97,8,8,8,8,8,8,8,8,8
61,8,8,8,8,97,97,8,7,8,8,8,7,8,8,8
61,8,8,8,8,97,97,8,8,8,7,8,8,8,8,8
61,8,8,7,8,97,97,8,7,8,8,8,7,8,8,8
61,8,8,8,8,97,97,8,8,8,7,8,8,8,8,8
61,8,8,8,8,97,97,8,7,8,8,8,7,8,8,8
61,44,8,8,8,97,97,8,8,8,8,8,8,8,8,8
61,61,43,43,44,97,97,42,43,43,43,43,43,43,43,43
61,61,61,61,61,97,97,61,61,61,61,61,61,61,61,61
