tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
55,55,55,55,55,18,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,18,55,55,55,55,55,55,55,55,55,55
55,55,55,55,55,18,55,55,55,56,2,2,2,2,2,2
55,55,55,55,55,18,55,55,55,2,2,2,2,2,2,2
2,2,2,2,2,2,2,55,55,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
73,73,73,73,73,73,73,37,37,2,2,2,2,2,2,2
91,91,91,91,91,91,91,55,55,2,2,2,2,2,2,2
91,91,91,91,91,91,91,55,55,2,2,2,2,2,2,2
91,91,91,91,91,91,91,55,55,37,37,37,37,37,37,37
91,91,91,91,91,91,91,55,55,55,55,55,55,55,55,55
