tileset,/tmp/resources/tilesets/Overworld32.png,
tilesperline,18,
ntiles,149,
mapdata,
061,061,061,061,061,061,061,008,008,061,061,061,061,061,061,061,
061,061,061,061,028,061,062,008,008,061,061,061,061,061,061,061,
061,061,061,062,008,008,008,008,008,061,061,061,061,061,061,061,
061,061,062,008,008,008,008,008,008,061,061,061,061,061,061,061,
061,062,008,008,008,008,008,008,008,060,061,061,061,061,061,061,
008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,008,
043,044,008,008,008,008,008,008,008,008,008,008,008,008,043,043,
061,061,008,008,008,008,008,008,008,008,008,008,008,008,061,061,
061,061,008,008,008,008,008,008,008,008,008,008,008,008,061,061,
061,061,043,043,043,043,043,043,043,043,043,043,043,043,061,061,
061,061,061,061,061,061,061,061,061,061,061,061,061,061,061,061,
collision,
00,00,00,00,00,00,00,10,10,00,00,00,00,00,00,00,
00,00,00,00,01,03,03,01,01,00,00,00,00,00,00,00,
00,00,00,03,01,01,01,01,01,00,00,00,00,00,00,00,
00,00,03,01,01,01,01,01,01,00,00,00,00,00,00,00,
03,03,01,01,01,01,01,01,01,03,03,03,03,03,03,03,
12,01,01,01,01,01,01,01,01,01,01,01,01,01,01,13,
00,00,01,01,01,01,01,01,01,01,01,01,01,01,00,00,
00,00,01,01,01,01,01,01,01,01,01,01,01,01,00,00,
00,00,01,01,01,01,01,01,01,01,01,01,01,01,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
