tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,2
2,2,2,2,2,2,2,2,2,2,2,25,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,25,2,2
2,2,2,2,2,2,2,2,2,2,2,25,2,2,2,2
73,73,79,79,79,79,80,2,2,2,2,2,2,25,2,2
91,91,97,97,97,97,98,2,2,2,2,25,2,2,2,2
91,91,97,97,97,97,98,2,2,2,2,2,2,2,19,2
91,91,91,91,91,91,92,2,2,19,19,19,19,19,19,19
91,91,91,91,91,91,92,2,2,19,19,19,19,19,19,19
