tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
97,97,97,97,97,97,98,8,8,25,25,25,25,25,25,25
97,97,97,97,97,97,98,8,8,25,25,25,25,25,25,25
97,97,97,97,97,97,98,8,8,8,8,8,8,8,8,8
97,97,97,97,97,97,98,8,8,8,8,8,8,8,8,8
115,115,115,115,115,115,116,8,8,8,25,8,25,25,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
43,43,43,8,8,8,8,8,8,8,25,8,25,25,8,8
61,61,61,8,8,8,8,8,8,8,8,8,8,8,8,8
61,61,61,8,8,8,8,8,8,8,8,8,8,8,8,8
61,61,61,25,25,25,25,25,25,25,25,25,25,25,25,25
61,61,61,25,25,25,25,25,25,25,25,25,25,25,25,25
