tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
91,91,91,91,91,91,92,2,2,19,19,19,19,19,19,19
91,91,91,91,91,91,92,2,2,19,19,19,19,19,19,19
91,91,91,91,91,91,92,2,2,2,19,2,2,2,2,19
91,91,91,91,91,91,92,2,2,2,2,2,2,2,2,19
91,91,91,91,91,91,92,2,2,2,2,2,19,2,2,19
131,131,131,131,131,131,131,2,2,2,2,2,2,2,2,19
91,91,91,91,91,91,92,2,2,2,2,2,19,2,2,19
91,91,91,91,91,91,92,2,2,2,2,2,2,2,2,19
91,91,91,91,91,91,92,2,2,2,19,2,2,2,2,19
91,91,91,91,91,91,92,2,2,19,19,19,19,19,19,19
91,91,91,91,91,91,92,2,2,19,19,19,19,19,19,19
