tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
25,25,25,25,25,25,25,8,8,96,97,97,97,97,97,97
25,25,25,25,25,25,25,8,8,96,97,97,97,97,97,97
25,25,8,8,8,8,8,8,8,96,97,97,97,97,97,97
25,8,8,8,8,25,8,8,8,96,97,97,97,97,97,97
8,8,25,8,8,8,8,8,8,114,115,115,115,115,115,115
8,8,8,8,8,25,8,8,8,8,8,8,8,8,8,8
8,8,25,8,8,8,8,8,8,8,8,8,8,8,8,8
25,8,8,8,8,25,8,8,8,8,8,8,8,8,8,8
25,25,8,8,8,8,8,8,8,8,8,8,8,8,8,8
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
