tileset,overworld
tileperline,18
tilelines,8
mwidth,16
mheight,11
91,55,55,55,55,55,55,55,55,55,55,55,55,55,55,91
91,55,55,55,55,55,55,55,55,55,55,55,55,55,55,91
91,55,2,2,2,2,2,2,2,2,2,2,2,2,55,91
91,55,2,2,45,47,2,45,146,47,2,45,47,2,55,91
91,55,2,2,63,65,2,63,28,65,2,63,65,2,55,91
91,55,2,2,2,2,2,2,2,2,2,2,2,2,55,91
91,55,2,2,2,2,2,2,2,2,2,2,2,2,55,91
91,55,2,2,2,2,2,2,2,2,2,2,2,2,55,91
91,55,2,2,2,2,2,2,2,2,2,2,2,2,55,91
91,55,37,37,37,37,37,37,18,37,37,37,37,37,55,91
91,55,55,55,55,55,55,55,18,55,55,55,55,55,55,91
